Id,Name,Name (Bangla),Code,Email,Agency,Type,Division,,District,,City Corporation,,Upazila,,Paurasava,Union,Private
1189,Paltapur Union Health Sub Center,"পাল্টাপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র, বীরগঞ্জ, দিনাজপুর।",10001195,paltapur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Birganj,,Unions Of Birganj Upazila,Paltapur,No
1195,Bochaganj Upazila Health Complex,বোঁচাগঞ্জ উপজেলা স্বাস্থ্য কমপ্লেক্স,10001201,bochaganj@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Dinajpur,,Dinajpur N/A,,Bochaganj,,Setabganj Paurasava,,No
1197,Chirirbandar Upazila Health Complex,চিরিরবন্দর উপজেলা স্বাস্থ্য কমপ্লেক্স,10001203,chirirbandar@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Dinajpur,,Dinajpur N/A,,Chirirbandar,,,,No
1196,Dangarhat (fatejongpur) Union Health Sub Center,"ডাংগার হাট(ফতেজংপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র, চিরিরবন্দর",10001202,dangarhat_nasratpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Chirirbandar,,Unions Of Chirirbandar Upazila,Fatehjanapur,No
1198,Ranirbandar (nusratpur) Union Health Sub Center,রানীরবন্দর(নশরতপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001204,ranirbandar_fatejonpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Chirirbandar,,Unions Of Chirirbandar Upazila,Nasratpur,No
1209,Dinajpur Medical College,দিনাজপুর মেডিকেল কলেজ,10001215,dinajmc@ac.dghs.gov.bd,DGHS,Medical College,Rangpur,,Dinajpur,,Dinajpur N/A,,Dinajpur Sadar,,Unions Of Dinajpur Sadar Upazila,Shashara,No
2233,Dinajpur Medical College Hospital,দিনাজপুর মেডিকেল কলেজ হাসপাতাল,10002288,dinajmch@hospi.dghs.gov.bd,DGHS,Medical College Hospital,Rangpur,,Dinajpur,,Dinajpur N/A,,Dinajpur Sadar,,Unions Of Dinajpur Sadar Upazila,Shashara,No
1208,Dinajpur 250 bed General Hospital,"২৫০ শয্যা বিশিষ্ট জেনারেল হাসপাতাল, দিনাজপুর।",10001214,dinajpur@hospi.dghs.gov.bd,DGHS,District/General Hospital,Rangpur,,Dinajpur,,Dinajpur N/A,,Dinajpur Sadar,,Dinajpur Paurasava,Urban Ward No-02,No
1199,Chandganj(chehalgazi) Union Health Sub Center,"চাঁদগঞ্জ উপ স্বাস্থ্য কেন্দ্র,সদর,দিনাজপুর।",10001205,chandgonj_chehalgazi@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Dinajpur Sadar,,Unions Of Dinajpur Sadar Upazila,Chehelgazi,No
1200,Cheradangi(auliapur) Union Health Sub Center,"চেড়াডাঙ্গী উপ স্বাস্থ্য কেন্দ্র,সদর,দিনাজপুর।",10001206,cheradangi_auliapur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Dinajpur Sadar,,Unions Of Dinajpur Sadar Upazila,Auliapur,No
1201,Ghughudanga Union Health Sub Center,ঘুঘুডাঙ্গা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001207,ghughudanga@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Dinajpur Sadar,,Unions Of Dinajpur Sadar Upazila,Auliapur,No
1202,Jalalpur(shankarpur) Union Health Sub Center,জালালপুর(শঙ্করপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001208,jalalpur_shankarpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Dinajpur Sadar,,Unions Of Dinajpur Sadar Upazila,Shankarpur,No
1204,Rajbati Union Health Sub Center,রাজবাটি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001210,rajbati@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Dinajpur Sadar,,Unions Of Dinajpur Sadar Upazila,Shashara,No
1205,Ramdubi(sundorban) Union Health Sub Center,"রামডুবী উপ স্বাস্থ্য কেন্দ্র,সদর,দিনাজপুর।",10001211,ramdubi_sundorban@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Dinajpur Sadar,,Unions Of Dinajpur Sadar Upazila,Sundarban,No
1206,Ranigonj(fazilpur) Union Health Sub Center,রাণীগঞ্জ(ফাজিলপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001212,ranigonj_fazilpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Dinajpur Sadar,,Unions Of Dinajpur Sadar Upazila,Fazilpur,No
1212,Housing State Urban Dispensary,হাউজিং স্টেট আরবান ডিসপেনসারি,10001218,housingstate@ud.dghs.gov.bd,DGHS,Urban Dispensary,Rangpur,,Dinajpur,,Dinajpur N/A,,Dinajpur Sadar,,Dinajpur Paurasava,Urban Ward No-09,No
1214,Fulbari Upazila Health Complex,ফুলবাড়ী উপজেলা স্বাস্থ্য কমপ্লেক্স,10001220,phulbari@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Dinajpur,,Dinajpur N/A,,Fulbari,,Fulbari Paurasava,Urban Ward No-01,No
1213,Chintamon(betdighi) Union Health Sub Center,চিন্তমন(বেতদিঘী) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001219,chintamon_betdighi@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Fulbari,,Unions Of Fulbari Upazila,Betdighi,No
1215,Rudrani-kazihal Union Health Sub Center,রুদ্রনী কাজিহাল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001221,rudranikazihowla@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Fulbari,,Unions Of Fulbari Upazila,Eluary,No
1218,Ghoraghat Upazila Health Complex,"উপজেলা স্বাস্থ‌্য কমপ্লেক্স,ঘোড়াঘাট,দিনাজপুর",10001224,ghorahat@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Dinajpur,,Dinajpur N/A,,Ghoraghat,,Ghoraghat Paurashava,Urban Ward No-08,No
1217,Gopalpur(palsa) Union Health Sub Center,গোপালপুর(পালশা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001223,gopalpur_palsa@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Ghoraghat,,Unions Of Ghoraghat Upazila,Palsa,No
1219,Raniganj(singra) Union Health Sub Center,রাণীগঞ্জ(সিংড়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001225,raniganj_singra@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Ghoraghat,,Unions Of Ghoraghat Upazila,Singra,No
1220,Hakimpur Upazila Health Complex,হাকিমপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10001226,hakimpur@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Dinajpur,,Dinajpur N/A,,Hakimpur,,Hakimpur Paurasava,Urban Ward No-01,No
1221,Kaharol Upazila Health Complex,কাহারোল উপজেলা স্বাস্থ্য কমপ্লেক্স,10001227,kaharole@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Dinajpur,,Dinajpur N/A,,Kaharole,,Unions Of Kaharole Upazila,Mukundapur,No
1224,Khansama Upazila Health Complex,খানসামা উপজেলা স্বাস্থ্য কমপ্লেক্স,10001230,khanshama@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Dinajpur,,Dinajpur N/A,,Khansama,,,,No
1222,Khachinia Union Health Sub Center,কাচিনীয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001228,khachania_bhabake@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Khansama,,Unions Of Khansama Upazila,Bhabki,No
1223,Khansama Union Health Sub Center,খানসামা ইউনিয়ন উপ-সাস্থ্য কেন্দ্র,10001229,khansama@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Khansama,,Unions Of Khansama Upazila,Alokjhari,No
2215,Nawabganj Upazila Health Complex,"নবাবগঞ্জ, উপজেলা স্বাস্থ্য কমপ্লেক্স",10002232,nawabganjd@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Dinajpur,,Dinajpur N/A,,Nawabganj,,,,No
1225,Aftabganj(kushdaha) Union Health Sub Center,আফতাবগঞ্জ(খুশদহ) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001231,aftabganj_kushdaha@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Nawabganj,,Unions Of Nawabganj Upazila,Kushdaha,No
1226,Bhaduria Union Health Sub Center,ভাদুরিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001232,bhaduria@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Nawabganj,,Unions Of Nawabganj Upazila,Bhaduria,No
1227,Daudpur Union Health Sub Center,দাউদপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001233,daudpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Nawabganj,,Unions Of Nawabganj Upazila,Daudpur,No
1232,Parbatipur Upazila Health Complex,পার্বতীপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10001238,parbatipur@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Dinajpur,,Dinajpur N/A,,Parbatipur,,Parbatipur Paurasava,Urban Ward No-09,No
1228,Ambari(moshtafapur) Union Health Sub Center,আমবাড়ী(মোস্তফাপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001234,ambari_moshtafapur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Parbatipur,,Unions Of Parbatipur Upazila,Mostafapur,No
1229,Deglaganj(monmathpur) Union Health Sub Center,দেগলাগঞ্জ(মনমথপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001235,deglaganj_monmathpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Parbatipur,,Unions Of Parbatipur Upazila,Manmathapur,No
1230,Habra Union Health Sub Center,হাবড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001236,habra@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Parbatipur,,Unions Of Parbatipur Upazila,Habra,No
1231,Joshaihat(mominpur) Union Health Sub Center,জশাইহাট(মমিনপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001237,joshaihat_mominpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Parbatipur,,Unions Of Parbatipur Upazila,Mominpur,No
1233,Nurul Huda(palashbari) Union Health Sub Center,নুরুলহুদা(পলাশবাড়ী) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001239,nurulhuda_palashbari@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Parbatipur,,Unions Of Parbatipur Upazila,Palashbari,No
1234,Parbathipur Union Health Sub Center,পার্বতীপুর  ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001240,parbathipur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Parbatipur,,Parbatipur Paurasava,Urban Ward No-04,No
1235,Rajarampur(shibganj) Union Health Sub Center,রাজারামপুর(শিবগঞ্জ) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001241,rajarampur_shibganj@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Parbatipur,,Unions Of Parbatipur Upazila,Rampur,No
1236,Sherpur Union Health Sub Center,শেরপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001242,sherpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Dinajpur,,Dinajpur N/A,,Parbatipur,,Unions Of Parbatipur Upazila,Hamidpur,No
1238,Fulchari Upazila Health Complex,ফুলছড়ি উপজেলা স্বাস্থ্য কমপ্লেক্স,10001244,fulchari@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Gaibandha,,Gaibandha N/A,,Fulchhari,,Unions Of Fulchhari Upazila,Udakhali,No
1237,Kanchipara Union Health Sub Center,কাঞ্চিপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001243,kanchanpara@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Fulchhari,,Unions Of Fulchhari Upazila,Kanchi Para,No
1250,Ramchandrapur 10 bed Hospital (RHC),রামচন্দ্রপুর ১০ শয্যা বিশিষ্ট হাসপাতাল (পল্লী স্বাস্থ্য কেন্দ্র),10001256,aynulh38@gmail.com,DGHS,10-bed Hospital,Rangpur,,Gaibandha,,Gaibandha N/A,,Gaibandha Sadar,,Unions Of Gaibandha Sadar Upazila,Ramchandrapur,No
1248,Gaibandha 250 bed District Hospital,২৫০ শয্যা বিশিষ্ট গাইবান্ধা জেনারেল  হাসপাতাল,10001254,gaibandha@hospi.dghs.gov.bd,DGHS,District/General Hospital,Rangpur,,Gaibandha,,Gaibandha N/A,,Gaibandha Sadar,,Gaibandha Paurasava,Urban Ward No-05,No
1239,Badiakhali-1 Union Health Sub Center,বাদিয়াখালী-1 ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001245,badiakhali-1@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gaibandha Sadar,,Unions Of Gaibandha Sadar Upazila,Badiakhali,No
1240,Badiakhali-2 Union Health Sub Center,বাদিয়াখালী-2 ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001246,badiakhali-2@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gaibandha Sadar,,Unions Of Gaibandha Sadar Upazila,Badiakhali,No
1241,Bollomjar Union Health Sub Center,বল্লমঝাড় ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001247,bollomjar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gaibandha Sadar,,Unions Of Gaibandha Sadar Upazila,Ballamjhar,No
1242,Dariapur(ghagoa) Union Health Sub Center,দাড়িয়াপুর (ঘাগোয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001248,dariapur_ghagoa@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gaibandha Sadar,,Unions Of Gaibandha Sadar Upazila,Ghagoa,No
1243,Kamarjani Union Health Sub Center,কামারজানি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001249,kamarjani@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gaibandha Sadar,,Unions Of Gaibandha Sadar Upazila,Kamarjani,No
1244,Laxmipur Union Health Sub Center,লক্ষিপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001250,laxmipur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gaibandha Sadar,,Unions Of Gaibandha Sadar Upazila,Lakshmipur,No
1245,Mollarchar Union Health Sub Center,মোল্লারচর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001251,mollarchar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gaibandha Sadar,,Unions Of Gaibandha Sadar Upazila,Mollar Char,No
1259,Gobindaganj Upazila Health Complex,গোবিন্দগঞ্জ উপজেলা স্বাস্থ্য কমপ্লেক্স,10001265,gobindaganj@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Gaibandha,,Gaibandha N/A,,Gobindaganj,,,,No
1251,Birat Union Health Sub Center,বিরাট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001257,birat@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gobindaganj,,Unions Of Gobindaganj Upazila,Rajahar,No
1252,Darbasta Union Health Sub Center,দরবস্তা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001258,darbasta@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gobindaganj,,Unions Of Gobindaganj Upazila,Darbasta,No
1253,Debpur Union Health Sub Center,দেবপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001259,debpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gobindaganj,,Unions Of Gobindaganj Upazila,Taluk Kanupur,No
1254,Gumaniganj Union Health Sub Center,গুমানিগঞ্জ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001260,gumaniganj@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gobindaganj,,Unions Of Gobindaganj Upazila,Gumaniganj,No
1255,Kamdia Union Health Sub Center,কামদিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001261,kamdia@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gobindaganj,,Unions Of Gobindaganj Upazila,Kamdia,No
1256,Kochasahar Union Health Sub Center,কোচাসহর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001262,kochasahar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gobindaganj,,Unions Of Gobindaganj Upazila,Kochasahar,No
1257,Mahimaganj Union Health Sub Center,মহিমাগঞ্জ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001263,mahimaganj@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gobindaganj,,Unions Of Gobindaganj Upazila,Mahimaganj,No
1258,Nakaihat Union Health Sub Center,নাকাইহাট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001264,nakaihat@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gobindaganj,,Unions Of Gobindaganj Upazila,Nakai,No
1260,Panaullah Union Health Sub Center,পানাউল্লাহ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001266,panaullah@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gobindaganj,,Unions Of Gobindaganj Upazila,Shibpur,No
1261,Sakahar Union Health Sub Center,সাকাহার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001267,sakahar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Gobindaganj,,Unions Of Gobindaganj Upazila,Shakhahar,No
1266,Palashbari Upazila Health Complex,পলাশবাড়ী উপজেলা স্বাস্থ্য কমপ্লেক্স,10001272,palashbari@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Gaibandha,,Gaibandha N/A,,Palashbari,,Palashbari Paurashav,Palashbari,No
23530,"Union Health & Family Welfare Centre (UH&FWC),  Kishorgari, Palashbari, Gaibandha","ইউনিয়ন স্বাস্থ্য এরং পরিবার কল্যাণ কেন্দ্র, কিশোরগাড়ি, পলাশবাড়ি, গাইবান্ধা",10023942,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Gaibandha,,Gaibandha N/A,,Palashbari,,Unions Of Palashbari Upazila,Kishoregari,No
23531,"Union health & Family Welfare Center(UH&FWC), Monohorpur, Palashbari, Gaibandha","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, মনোহরপুর, পলাশবাড়ী, গাইবান্ধা",10023943,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Gaibandha,,Gaibandha N/A,,Palashbari,,Unions Of Palashbari Upazila,Manoharpur,No
23549,"Union Health &Family Welfare Center(UH&FWC), Mohadipur, Palashbari, Gaibandha","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, মহদীপুর, পলাশবাড়ী, গাইবান্ধা",10023961,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Gaibandha,,Gaibandha N/A,,Palashbari,,Unions Of Palashbari Upazila,Mohadipur,No
23552,"Union Health & Family Welfare Center(UH&FWC), Betkapa, Palashbari, Gaibandha","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, বেতকাপা, পলাশবাড়ী, গাইবান্ধা",10023964,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Gaibandha,,Gaibandha N/A,,Palashbari,,Unions Of Palashbari Upazila,Betkapa,No
23555,"Union Health & Family Welfare Center(UH&FWC), Pabnapur, Palashbari, Gaibandha","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, পবনাপুর, পলাশবাড়ী, গাইবান্ধা",10023967,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Gaibandha,,Gaibandha N/A,,Palashbari,,Unions Of Palashbari Upazila,Pabnapur,No
1262,Amlagachi Union Health Sub Center,আমলাগাছি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001268,amlagachi@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Palashbari,,Unions Of Palashbari Upazila,Manoharpur,No
1263,Fakirhat Union Health Sub Center,ফকিরহাট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001269,fakirhat@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Palashbari,,Unions Of Palashbari Upazila,Pabnapur,No
1264,Kishoregari Union Health Sub Center,কিশোরগাড়ী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001270,kishoregari@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Palashbari,,Unions Of Palashbari Upazila,Kishoregari,No
1265,Merirhat Union Health Sub Center,মেরিরহাট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001271,merirhat@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Palashbari,,Unions Of Palashbari Upazila,Hossainpur,No
1267,Talukjamira Union Health Sub Center,তালুকজামিরা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001273,thalukgamira@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Palashbari,,Unions Of Palashbari Upazila,Harinathpur,No
1273,Sadullapur Upazila Health Complex,সাদুল্লাপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10001279,sadullapur@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Gaibandha,,Gaibandha N/A,,Sadullapur,,Unions Of Sadullapur Upazila,Banagram,No
1268,Bhatgram Union Health Sub Center,ভাটগ্রাম ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001274,bhatgram@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Sadullapur,,Unions Of Sadullapur Upazila,Bhatgram,No
1269,Dahaperhat Union Health Sub Center,দাহাপেরহাট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001275,dahaperhat@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Sadullapur,,Unions Of Sadullapur Upazila,Dhaperhat,No
1270,Khorda Kamarpur Union Health Sub Center,খোরদা কামারপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001276,khordakamarpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Sadullapur,,Unions Of Sadullapur Upazila,Khurda Kamarpur,No
1271,Molongbazar Union Health Sub Center,মলংবাজার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001277,molongbazar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Sadullapur,,Unions Of Sadullapur Upazila,Faridpur,No
1272,Naldanga Union Health Sub Center,নলডাংগা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001278,naldanga@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Sadullapur,,Unions Of Sadullapur Upazila,Naldanga,No
13041,Rasulpur Union Health Sub Center,রসুলপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10013141,rasulpurusc@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Sadullapur,,Unions Of Sadullapur Upazila,Rasulpur,No
1274,Shaghatta Upazila Health Complex,সাঘাটা উপজেলা স্বাস্থ্য কমপ্লেক্স,10001280,shaghatta@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Gaibandha,,Gaibandha N/A,,Saghata,,Unions Of Saghata Upazila,Saghata,No
1280,Sundarganj Upazila Health Complex,"সুন্দরগঞ্জ, উপজেলা স্বাস্থ্য কমপ্লেক্স",10001286,sundarganj@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Gaibandha,,Gaibandha N/A,,Sundarganj,,Sundarganj Paurashava,Urban Ward No-09,No
1275,Bamandanga Union Health Sub Center,বামনডাংগা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001281,bamandanga@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Sundarganj,,Unions Of Sundarganj Upazila,Bamandanga,No
1276,Belka Union Health Sub Center,বেলকা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001282,belka@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Sundarganj,,Unions Of Sundarganj Upazila,Belka,No
1277,Chandipur Union Health Sub Center,চন্ডিপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001283,chandipur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Sundarganj,,Unions Of Sundarganj Upazila,Chandipur,No
