Facility_ID,Name_EN,Name_Bn,Code,Email,Agency,Facility_Type_ID,Facility_Type,Division_ID,Division_En,Division_Bn,District_ID,District_EN,District_Bn,Upazila_ID,Upazila_En,Upazila_Bn,City Corporation,City Corporation Bn,Paurasava_En,Union_En
1384,Safapur Union Health Sub Center,সাফাপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001390,safapur@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,407,Mahadebpur,মহাদেবপুর,Naogaon N/A,নওগাঁ এন/এ,Unions Of Mahadebpur Upazila,Safapur
24578,"Naogaon Medical College, Naogaon","নওগাঁ মেডিকেল কলেজ, নওগাঁ।",10024990,naogaonmc@ac.dghs.gov.bd,DGHS,4,Medical College,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,408,Naogaon Sadar,নওগাঁ সদর,Naogaon N/A,নওগাঁ এন/এ,Naogaon Paurasava,Urban Ward No-01
1388,Naogaon 250 bed District Hospital,"২৫০ শয্যা  জেনারেল হাসপাতাল, নওগাঁ ।",10001394,naogaon@hospi.dghs.gov.bd,DGHS,28,District/General Hospital,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,408,Naogaon Sadar,নওগাঁ সদর,Naogaon N/A,নওগাঁ এন/এ,Naogaon Paurasava,Urban Ward No-01
1385,Barshail Union Health Sub Center,বরশাইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001391,barshail@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,408,Naogaon Sadar,নওগাঁ সদর,Naogaon N/A,নওগাঁ এন/এ,Unions Of Naogaon Sadar Upazila,Barshail
1389,Niamatpur Upazila Health Complex,নিয়ামতপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10001395,neyamatpur@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,409,Niamatpur,নিয়ামতপুর,Naogaon N/A,নওগাঁ এন/এ,Unions Of Niamatpur Upazila,Niamatpur
1390,Parail Union Health Sub Center,পারাইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001396,parail@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,409,Niamatpur,নিয়ামতপুর,Naogaon N/A,নওগাঁ এন/এ,Unions Of Niamatpur Upazila,Parail
1396,Patnitala Upazila Health Complex,পত্নীতলা উপজেলা স্বাস্থ্য কমপ্লেক্স,10001402,patnitala@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,410,Patnitala,পত্নিতলা,Naogaon N/A,নওগাঁ এন/এ,Nozipur Paurasava,Urban Ward No-06
1391,Amanta(shihara) Union Health Sub Center,আমন্ত(শিহারা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001397,amanta_shihara@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,410,Patnitala,পত্নিতলা,Naogaon N/A,নওগাঁ এন/এ,Unions Of Patnitala Upazila,Shihara
1392,Gaganpur(ghoshnagar) Union Health Sub Center,গগনপুর(ঘোষনগর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001398,gaganpur_ghoshnagar@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,410,Patnitala,পত্নিতলা,Naogaon N/A,নওগাঁ এন/এ,Unions Of Patnitala Upazila,Ghoshnagar
1393,Katabari(patnitola) Union Health Sub Center,কাটাবাড়ী(পত্নীতলা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001399,katabari_patnitola@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,410,Patnitala,পত্নিতলা,Naogaon N/A,নওগাঁ এন/এ,Unions Of Patnitala Upazila,Patnitala
1394,Madhuil Union Health Sub Center,মধুইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001400,madhuil@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,410,Patnitala,পত্নিতলা,Naogaon N/A,নওগাঁ এন/এ,Unions Of Patnitala Upazila,Akbarpur
1395,Mandail(akbarpur) Union Health Sub Center,মান্দাইল(আকবরপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001401,mandail_akbarpur@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,410,Patnitala,পত্নিতলা,Naogaon N/A,নওগাঁ এন/এ,Unions Of Patnitala Upazila,Akbarpur
1397,Subarajpur(krishnapur) Union Health Sub Center,সুবরাজপুর(কৃষ্ণপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001403,subarajpur_krishnapur@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,410,Patnitala,পত্নিতলা,Naogaon N/A,নওগাঁ এন/এ,Unions Of Patnitala Upazila,Krishnapur
1399,Porsha Upazila Health Complex,পোরশা উপজেলা স্বাস্থ্য কমপ্লেক্স,10001405,porsha@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,411,Porsha,পোরশা,Naogaon N/A,নওগাঁ এন/এ,Unions Of Porsha Upazila,Nithpur
1398,Nonahar(chattar) Union Health Sub Center,নোনাহার(ছাওড়) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001404,nonahar_chattar@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,411,Porsha,পোরশা,Naogaon N/A,নওগাঁ এন/এ,Unions Of Porsha Upazila,Chhaor
1400,Shah Porsha(tetulia) Union Health Sub Center,শাহ পরশা(তেতুলিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001406,shahporsha_tetulia@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,411,Porsha,পোরশা,Naogaon N/A,নওগাঁ এন/এ,Unions Of Porsha Upazila,Tentulia
1406,Raninagar Upazila Health Complex,রানীনগর উপজেলা স্বাস্থ্য কমপ্লেক্স,10001412,raninagar@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,412,Raninagar,রাণীনগর,Naogaon N/A,নওগাঁ এন/এ,,
1401,Ekdala Uh&fwc,একডালা ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10001407,ekdala@uhfwc.dghs.gov.bd,DGHS,37,Union Health & Family Welfare Center (UH&FWC),3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,412,Raninagar,রাণীনগর,Naogaon N/A,নওগাঁ এন/এ,Unions Of Raninagar Upazila,Kaligram
1403,Kaligram Uh&fwc,কালিগ্রাম ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10001409,kaligram@uhfwc.dghs.gov.bd,DGHS,37,Union Health & Family Welfare Center (UH&FWC),3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,412,Raninagar,রাণীনগর,Naogaon N/A,নওগাঁ এন/এ,Unions Of Raninagar Upazila,Kaligram
1402,Ekdala Union Health Sub Center,একডালা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001408,ekdala@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,412,Raninagar,রাণীনগর,Naogaon N/A,নওগাঁ এন/এ,Unions Of Raninagar Upazila,Ekdala
1404,Kashimpur Union Health Sub Center,কাশিমপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001410,kashimpur@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,412,Raninagar,রাণীনগর,Naogaon N/A,নওগাঁ এন/এ,Unions Of Raninagar Upazila,Kashimpur
1405,Narayanpara Union Health Sub Center,নারায়নপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001411,narayanpara@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,412,Raninagar,রাণীনগর,Naogaon N/A,নওগাঁ এন/এ,Unions Of Raninagar Upazila,Ekdala
1407,Parail (Bhandargram) Union Health Sub Center,পারাইল(ভান্ডারগ্রাম) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001413,parail_bhandargram@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,412,Raninagar,রাণীনগর,Naogaon N/A,নওগাঁ এন/এ,Unions Of Raninagar Upazila,Parail
1409,Sapahar Upazila Health Complex,সাপাহার উপজেলা স্বাস্থ্য কমপ্লেক্স,10001415,shapahar@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,413,Sapahar,সাপাহার,Naogaon N/A,নওগাঁ এন/এ,Unions Of Sapahar Upazila,Sapahar
1408,Aihai Union Health Sub Center,আইহাই ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001414,aihai@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,36,Naogaon,নওগাঁ,413,Sapahar,সাপাহার,Naogaon N/A,নওগাঁ এন/এ,Unions Of Sapahar Upazila,Aihai
1411,Bagatipara Upazila Health Complex,বাগাতিপাড়া উপজেলা স্বাস্থ্য কমপ্লেক্স,10001417,baghatipara@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,414,Bagatipara,বাগাতিপাড়া,Natore N/A,নাটোর এন / এ,Bagatipara Paurasava,Urban Ward No-06
1412,Zamnagar Union Health Sub Center,জামনগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001418,zamnagar@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,414,Bagatipara,বাগাতিপাড়া,Natore N/A,নাটোর এন / এ,Unions Of Bagatipara Upazila,Jamnagar
1415,Baraigram Upazila Health Complex,"বড়াইগ্রাম, উপজেলা স্বাস্থ্য কমপ্লেক্স",10001421,baraigram@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,415,Baraigram,বরাইগ্রাম,Natore N/A,নাটোর এন / এ,Baraigram Paurasava,Urban Ward No-02
1413,Dhanaidah Union Health Sub Center,ধানাইদাহ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001419,dhanaidah@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,415,Baraigram,বরাইগ্রাম,Natore N/A,নাটোর এন / এ,Unions Of Baraigram Upazila,Nagar
1414,Joari Union Health Sub Center,জোয়াড়ী  ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001420,joari@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,415,Baraigram,বরাইগ্রাম,Natore N/A,নাটোর এন / এ,Unions Of Baraigram Upazila,Joari
1418,Gurudashpur Upazila Health Complex,গুরুদাসপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10001424,gurudaspur@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,416,Gurudaspur,গুরুদাসপুর,Natore N/A,নাটোর এন / এ,Gurudaspur Paurasava,Urban Ward No-03
1416,Kachikata Union Health Sub Center,কাঁচিকাঁটা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001422,kachikata@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,416,Gurudaspur,গুরুদাসপুর,Natore N/A,নাটোর এন / এ,Unions Of Gurudaspur Upazila,Moshinda
1417,Nazirpur Union Health Sub Center,নাজিরপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001423,nazirpur@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,416,Gurudaspur,গুরুদাসপুর,Natore N/A,নাটোর এন / এ,Unions Of Gurudaspur Upazila,Nazirpur
1420,Lalpur Upazila Health Complex,"লালপুর, উপজেলা স্বাস্থ্য কমপ্লেক্স",10001426,lalpur@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,417,Lalpur,লালপুর,Natore N/A,নাটোর এন / এ,Unions Of Lalpur Upazila,Lalpur
1419,Bilmaria Union Health Sub Center,বিলমারিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001425,bilmaria@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,417,Lalpur,লালপুর,Natore N/A,নাটোর এন / এ,Unions Of Lalpur Upazila,Bilmaria
1421,Walia Union Health Sub Center,ওয়ালিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001427,walia@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,417,Lalpur,লালপুর,Natore N/A,নাটোর এন / এ,Unions Of Lalpur Upazila,Walia
1427,Natore 250 bed District Hospital,"আধু‌নিক সদর হাসপাতাল,নাটোর",10001433,natore@hospi.dghs.gov.bd,DGHS,28,District/General Hospital,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,419,Natore Sadar,নাটোর সদর,Natore N/A,নাটোর এন / এ,Natore Paurasava,Urban Ward No-05
1422,Khajuria Union Health Sub Center,খাজুরিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001428,khajuria@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,419,Natore Sadar,নাটোর সদর,Natore N/A,নাটোর এন / এ,Unions Of Natore Sadar Upazila,Chhatni
1423,Nasratpur(bipra Belgharia) Union Health Sub Center,নৎরতপুর(বিপরাবেলঘরিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001429,nasratpur_biprabelgharia@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,419,Natore Sadar,নাটোর সদর,Natore N/A,নাটোর এন / এ,Unions Of Natore Sadar Upazila,Halsa
1425,Rani Brajasundary Union Health Sub Center,রানী ব্রজসুন্দরী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001431,ranibrajasundary@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,419,Natore Sadar,নাটোর সদর,Natore N/A,নাটোর এন / এ,Unions Of Natore Sadar Upazila,Dighapatia
17482,Madhnagar Union Health Sub Center,মধ্যনগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10017916,Madhnagar_natore@use.dghs.gob.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,419,Natore Sadar,নাটোর সদর,Natore N/A,নাটোর এন / এ,Unions Of Natore Sadar Upazila,Tebaria
1428,Natore Chest Disease Clinic,নাটোর বক্ষব্যাধি ক্লিনিক,10001434,natorecdc@tc.dghs.gov.bd,DGHS,56,Chest Disease Clinic,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,419,Natore Sadar,নাটোর সদর,Natore N/A,নাটোর এন / এ,Natore Paurasava,Urban Ward No-05
1432,Singra Upazila Health Complex,সিংড়া উপজেলা স্বাস্থ্য কমপ্লেক্স,10001438,singra@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,420,Singra,সিংরা,Natore N/A,নাটোর এন / এ,Singra Paurasava,
1429,Chowgram Union Health Sub Center,চৌগ্রাম ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001435,chowgram@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,420,Singra,সিংরা,Natore N/A,নাটোর এন / এ,Unions Of Singra Upazila,Chaugram
1430,Dangapara Union Health Sub Center,ডাংগাপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001436,dangapara@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,420,Singra,সিংরা,Natore N/A,নাটোর এন / এ,Unions Of Singra Upazila,Lalore
1431,Hulhulia Union Health Sub Center,হুলহুলিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001437,hulhulia@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,420,Singra,সিংরা,Natore N/A,নাটোর এন / এ,Unions Of Singra Upazila,Chaugram
13031,kaliganj Singra Union Health Sub Center,কালিগঞ্জ সিংড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10013131,kaliganj_sing@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,37,Natore,নাটোর,420,Singra,সিংরা,Natore N/A,নাটোর এন / এ,Unions Of Singra Upazila,Chhatar Dighi
1157,Bholahat Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স ভোলাহাট,10001163,bholahat@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,3,Rajshahi,রাজশাহী,30,Chapainawabganj,চাঁপাইনবাবগঞ্জ,421,Bholahat,ভোলাহাট,Chapainawabganj N/A,চাঁপাইনবাবগঞ্জ এন/এ,,
1156,Bholahat Union Health Sub Center,ভোলাহাট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001162,bholahat@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,30,Chapainawabganj,চাঁপাইনবাবগঞ্জ,421,Bholahat,ভোলাহাট,Chapainawabganj N/A,চাঁপাইনবাবগঞ্জ এন/এ,Unions Of Bholahat Upazila,Bholahat
1161,Gomastapur Upazila Health Complex,গোমস্তাপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10001167,gomastapur@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,3,Rajshahi,রাজশাহী,30,Chapainawabganj,চাঁপাইনবাবগঞ্জ,422,Gomastapur,গোমস্তাপুর,Chapainawabganj N/A,চাঁপাইনবাবগঞ্জ এন/এ,,
1158,Bhagabari Uh&fwc,বাঙ্গাবাড়ি ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10001164,bhagabari@uhfwc.dghs.gov.bd,DGHS,37,Union Health & Family Welfare Center (UH&FWC),3,Rajshahi,রাজশাহী,30,Chapainawabganj,চাঁপাইনবাবগঞ্জ,422,Gomastapur,গোমস্তাপুর,Chapainawabganj N/A,চাঁপাইনবাবগঞ্জ এন/এ,Unions Of Gomastapur Upazila,Bhangabaria
1159,Choudala Union Health Sub Center,চৌডালা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001165,choudala@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,30,Chapainawabganj,চাঁপাইনবাবগঞ্জ,422,Gomastapur,গোমস্তাপুর,Chapainawabganj N/A,চাঁপাইনবাবগঞ্জ এন/এ,Unions Of Gomastapur Upazila,Chowdala
1160,Gomostapur Union Health Sub Center,গোমস্তাপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001166,gomostapur@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,30,Chapainawabganj,চাঁপাইনবাবগঞ্জ,422,Gomastapur,গোমস্তাপুর,Chapainawabganj N/A,চাঁপাইনবাবগঞ্জ এন/এ,Unions Of Gomastapur Upazila,Gomastapur
1162,Nachol Upazila Health Complex,"উপজেলা স্বাস্থ্য কমপ্লেক্স, নাচোল।",10001168,nachole@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,3,Rajshahi,রাজশাহী,30,Chapainawabganj,চাঁপাইনবাবগঞ্জ,423,Nachole,নাচোল,Chapainawabganj N/A,চাঁপাইনবাবগঞ্জ এন/এ,Unions Of Nachole Upazila,Nachole
1180,Chapai Nawabganj 250 bed Adhunik Sadar Hospital,"২৫০ শয্যা বিশিষ্ট জেলা  হাসপাতাল,  চাঁপাইনবাবগঞ্জ",10001186,chapainawabganj@hospi.dghs.gov.bd,DGHS,28,District/General Hospital,3,Rajshahi,রাজশাহী,30,Chapainawabganj,চাঁপাইনবাবগঞ্জ,424,Chapainawabganj Sadar,চাঁপাইনবাবগঞ্জ সদর,Chapainawabganj N/A,চাঁপাইনবাবগঞ্জ এন/এ,Chapai Nababganj Paurashava,Urban Ward No-15
1173,Baliadanga Union Health Sub Center,বালিয়াডাঙ্গা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001179,baliadanga@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,30,Chapainawabganj,চাঁপাইনবাবগঞ্জ,424,Chapainawabganj Sadar,চাঁপাইনবাবগঞ্জ সদর,Chapainawabganj N/A,চাঁপাইনবাবগঞ্জ এন/এ,Unions Of Chapai Nababganj Sadar Upazila,Balidanga
1174,Debinagar Union Health Sub Center,দেবিনগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001180,debinagar@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,30,Chapainawabganj,চাঁপাইনবাবগঞ্জ,424,Chapainawabganj Sadar,চাঁপাইনবাবগঞ্জ সদর,Chapainawabganj N/A,চাঁপাইনবাবগঞ্জ এন/এ,Unions Of Chapai Nababganj Sadar Upazila,Debinagar
1175,Gobratola Union Health Sub Center,গোবরাতলা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001181,gobratola@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,30,Chapainawabganj,চাঁপাইনবাবগঞ্জ,424,Chapainawabganj Sadar,চাঁপাইনবাবগঞ্জ সদর,Chapainawabganj N/A,চাঁপাইনবাবগঞ্জ এন/এ,Unions Of Chapai Nababganj Sadar Upazila,Gobratala
1176,Moharajpur Union Health Sub Center,মহারাজপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001182,moharajpur@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,30,Chapainawabganj,চাঁপাইনবাবগঞ্জ,424,Chapainawabganj Sadar,চাঁপাইনবাবগঞ্জ সদর,Chapainawabganj N/A,চাঁপাইনবাবগঞ্জ এন/এ,Unions Of Chapai Nababganj Sadar Upazila,Maharajpur
1177,Namosankarbati Union Health Sub Center,নমসঙ্করবাতি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001183,namosankarbati@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,30,Chapainawabganj,চাঁপাইনবাবগঞ্জ,424,Chapainawabganj Sadar,চাঁপাইনবাবগঞ্জ সদর,Chapainawabganj N/A,চাঁপাইনবাবগঞ্জ এন/এ,Chapai Nababganj Paurashava,Urban Ward No-09
1178,Sundarpur Union Health Sub Center,সুন্দরপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001184,sundarpur@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,3,Rajshahi,রাজশাহী,30,Chapainawabganj,চাঁপাইনবাবগঞ্জ,424,Chapainawabganj Sadar,চাঁপাইনবাবগঞ্জ সদর,Chapainawabganj N/A,চাঁপাইনবাবগঞ্জ এন/এ,Unions Of Chapai Nababganj Sadar Upazila,Sundarpur
1149,Aliahat 20 bed Hospital,আলীয়াহাট ২০ শয্যা বিশিষ্ট হাসপাতাল,10001155,aliahat20bed@hospi.dghs.gov.bd,DGHS,26,20-bed Hospital,3,Rajshahi,রাজশাহী,29,Bogura,বগুরা,425,Shibganj,শিবগঞ্জ,Bogura N/A,বগুরা এন/এ,Unions Of Shibganj Upazila,Atmul
1150,Shibganj Upazila Health Complex,শিবগঞ্জ উপজেলা স্বাস্থ্য কমপ্লেক্স,10001156,shibganj@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,3,Rajshahi,রাজশাহী,29,Bogura,বগুরা,425,Shibganj,শিবগঞ্জ,Bogura N/A,বগুরা এন/এ,Shibganj Paurashava,
2201,Shibganj Upazila Health Complex,শিবগঞ্জ উপজেলা স্বাস্থ্য কমপ্লেক্স,10002210,shibganj_chapai@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,3,Rajshahi,রাজশাহী,30,Chapainawabganj,চাঁপাইনবাবগঞ্জ,425,Shibganj,শিবগঞ্জ,Chapainawabganj N/A,চাঁপাইনবাবগঞ্জ এন/এ,Shibganj Paurashava,Urban Ward No-02
1146,Ganganagar(sayedpur) Uh&fwc,গঙ্গানগর (সৈয়দপুর) ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10001152,ganganagar_sayedpur@uhfwc.dghs.gov.bd,DGHS,37,Union Health & Family Welfare Center (UH&FWC),3,Rajshahi,রাজশাহী,29,Bogura,বগুরা,425,Shibganj,শিবগঞ্জ,Bogura N/A,বগুরা এন/এ,Unions Of Shibganj Upazila,Saidpur
1147,Maindanhat Uh&fwc,মাইন্দনহাট ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10001153,maindanhat@uhfwc.dghs.gov.bd,DGHS,37,Union Health & Family Welfare Center (UH&FWC),3,Rajshahi,রাজশাহী,29,Bogura,বগুরা,425,Shibganj,শিবগঞ্জ,Bogura N/A,বগুরা এন/এ,Unions Of Shibganj Upazila,Maidanhata
1151,Pirab Uh&fwc,পীরাব ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10001157,pirab@uhfwc.dghs.gov.bd,DGHS,37,Union Health & Family Welfare Center (UH&FWC),3,Rajshahi,রাজশাহী,29,Bogura,বগুরা,425,Shibganj,শিবগঞ্জ,Bogura N/A,বগুরা এন/এ,Unions Of Shibganj Upazila,Pirab
1163,Binodpur Uh&fwc,বিনোদপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10001169,binodpur@uhfwc.dghs.gov.bd,DGHS,37,Union Health & Family Welfare Center (UH&FWC),3,Rajshahi,রাজশাহী,30,Chapainawabganj,চাঁপাইনবাবগঞ্জ,425,Shibganj,শিবগঞ্জ,Chapainawabganj N/A,চাঁপাইনবাবগঞ্জ এন/এ,Unions Of Shibganj Upazila,Binodpur
