Id,Division Bn,District Bn,Upazila Bn,Name (Bangla)
1288,রাজশাহী,জয়পুরহাট,জয়পুরহাট সদর,খনজনপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1290,রাজশাহী,জয়পুরহাট,জয়পুরহাট সদর,রামনগর(ধলাহার) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1295,রাজশাহী,জয়পুরহাট,কালাই,"উপজেলা স্বাস্থ্য কমপ্লেক্স, কালাই , জয়পুরহাট"
1293,রাজশাহী,জয়পুরহাট,কালাই,মাত্রাই ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1294,রাজশাহী,জয়পুরহাট,কালাই,মলমগাড়ী(জিন্দারপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1296,রাজশাহী,জয়পুরহাট,কালাই,পুনাট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1297,রাজশাহী,জয়পুরহাট,ক্ষেতলাল,ক্ষেতলাল উপজেলা স্বাস্থ্য কমপ্লেক্স
1299,রাজশাহী,জয়পুরহাট,পাঞ্চবিবি,পাঁচবিবি উপজেলা স্বাস্থ্য কমপ্লেক্সে
1298,রাজশাহী,জয়পুরহাট,পাঞ্চবিবি,আওলাই ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1300,রাজশাহী,জয়পুরহাট,পাঞ্চবিবি,পাচঁবিবি(বালিঘাটা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1292,রাজশাহী,জয়পুরহাট,,"২৫০ শয‌্যা বিশিষ্ট জেনারেল হাসপাতাল, জয়পুরহাট"
1357,রাজশাহী,নওগাঁ,আত্রাই,আত্রাই উপজেলা স্বাস্থ্য কমপ্লেক্স
1352,রাজশাহী,নওগাঁ,আত্রাই,ভোপাড়া ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
1354,রাজশাহী,নওগাঁ,আত্রাই,ব্রাজোপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
1355,রাজশাহী,নওগাঁ,আত্রাই,হাটকালুপাড়া ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
1360,রাজশাহী,নওগাঁ,আত্রাই,শাহাগোলা ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
1351,রাজশাহী,নওগাঁ,আত্রাই,ভাংজঙ্গল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1353,রাজশাহী,নওগাঁ,আত্রাই,বিশা(ইসলামগাথী) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1356,রাজশাহী,নওগাঁ,আত্রাই,নন্দনাইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1358,রাজশাহী,নওগাঁ,আত্রাই,পঞ্চপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1359,রাজশাহী,নওগাঁ,আত্রাই,পাটিশর(মনিয়ারী) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1364,রাজশাহী,নওগাঁ,বাদলগাছি,বদলগাছী উপজেলা স্বাস্থ্য কমপ্লেক্স
1361,রাজশাহী,নওগাঁ,বাদলগাছি,ভান্ডারপুর(কোলা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1362,রাজশাহী,নওগাঁ,বাদলগাছি,চকরাইল(বদলগাছী) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1363,রাজশাহী,নওগাঁ,বাদলগাছি,জাবরীপুর(মথুরাপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
36008,রাজশাহী,নওগাঁ,ধামোইরহাট,"ধামইরহাট ইনস্টিটিউট অফ হেলথ টেকনোলজি, নওগাঁ"
1368,রাজশাহী,নওগাঁ,ধামোইরহাট,ধামইরহাট উপজেলা স্বাস্থ্য কমপ্লেক্স
1365,রাজশাহী,নওগাঁ,ধামোইরহাট,আগ্রাদ্বিগুন ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1366,রাজশাহী,নওগাঁ,ধামোইরহাট,খেলনা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1367,রাজশাহী,নওগাঁ,ধামোইরহাট,লক্ষণপাড়া(আড়ানগর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1382,রাজশাহী,নওগাঁ,মহাদেবপুর,মহাদেবপুর উপজেলা স্বাস্থ্য কমপ্লেক্স
1379,রাজশাহী,নওগাঁ,মহাদেবপুর,চাঁন্দাশ  ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1380,রাজশাহী,নওগাঁ,মহাদেবপুর,এনায়েতপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1381,রাজশাহী,নওগাঁ,মহাদেবপুর,খাজুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1383,রাজশাহী,নওগাঁ,মহাদেবপুর,রাইগাঁও ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1384,রাজশাহী,নওগাঁ,মহাদেবপুর,সাফাপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1376,রাজশাহী,নওগাঁ,মান্দা,মান্দা উপজেলা স্বাস্থ্য কমপ্লেক্স
1369,রাজশাহী,নওগাঁ,মান্দা,ভালাইন ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1370,রাজশাহী,নওগাঁ,মান্দা,কালীগ্রাম ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1371,রাজশাহী,নওগাঁ,মান্দা,কাঞ্চন(গনেশপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1372,রাজশাহী,নওগাঁ,মান্দা,কশব ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1373,রাজশাহী,নওগাঁ,মান্দা,খাসমান্দা (ভারশো) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1374,রাজশাহী,নওগাঁ,মান্দা,মান্দা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1375,রাজশাহী,নওগাঁ,মান্দা,মৈনম ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1377,রাজশাহী,নওগাঁ,মান্দা,নুরুল্লাবাদ ( জোতবাজার ) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1378,রাজশাহী,নওগাঁ,মান্দা,পরাণপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
24578,রাজশাহী,নওগাঁ,নওগাঁ সদর,"নওগাঁ মেডিকেল কলেজ, নওগাঁ।"
1388,রাজশাহী,নওগাঁ,নওগাঁ সদর,"২৫০ শয্যা  জেনারেল হাসপাতাল, নওগাঁ ।"
1385,রাজশাহী,নওগাঁ,নওগাঁ সদর,বরশাইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1389,রাজশাহী,নওগাঁ,নিয়ামতপুর,নিয়ামতপুর উপজেলা স্বাস্থ্য কমপ্লেক্স
1390,রাজশাহী,নওগাঁ,নিয়ামতপুর,পারাইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1396,রাজশাহী,নওগাঁ,পত্নিতলা,পত্নীতলা উপজেলা স্বাস্থ্য কমপ্লেক্স
1391,রাজশাহী,নওগাঁ,পত্নিতলা,আমন্ত(শিহারা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1392,রাজশাহী,নওগাঁ,পত্নিতলা,গগনপুর(ঘোষনগর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1393,রাজশাহী,নওগাঁ,পত্নিতলা,কাটাবাড়ী(পত্নীতলা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1394,রাজশাহী,নওগাঁ,পত্নিতলা,মধুইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1395,রাজশাহী,নওগাঁ,পত্নিতলা,মান্দাইল(আকবরপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1397,রাজশাহী,নওগাঁ,পত্নিতলা,সুবরাজপুর(কৃষ্ণপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1399,রাজশাহী,নওগাঁ,পোরশা,পোরশা উপজেলা স্বাস্থ্য কমপ্লেক্স
1398,রাজশাহী,নওগাঁ,পোরশা,নোনাহার(ছাওড়) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1400,রাজশাহী,নওগাঁ,পোরশা,শাহ পরশা(তেতুলিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1406,রাজশাহী,নওগাঁ,রাণীনগর,রানীনগর উপজেলা স্বাস্থ্য কমপ্লেক্স
1401,রাজশাহী,নওগাঁ,রাণীনগর,একডালা ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
1403,রাজশাহী,নওগাঁ,রাণীনগর,কালিগ্রাম ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
1402,রাজশাহী,নওগাঁ,রাণীনগর,একডালা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1404,রাজশাহী,নওগাঁ,রাণীনগর,কাশিমপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1405,রাজশাহী,নওগাঁ,রাণীনগর,নারায়নপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1407,রাজশাহী,নওগাঁ,রাণীনগর,পারাইল(ভান্ডারগ্রাম) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1409,রাজশাহী,নওগাঁ,সাপাহার,সাপাহার উপজেলা স্বাস্থ্য কমপ্লেক্স
1408,রাজশাহী,নওগাঁ,সাপাহার,আইহাই ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1411,রাজশাহী,নাটোর,বাগাতিপাড়া,বাগাতিপাড়া উপজেলা স্বাস্থ্য কমপ্লেক্স
1412,রাজশাহী,নাটোর,বাগাতিপাড়া,জামনগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1415,রাজশাহী,নাটোর,বরাইগ্রাম,"বড়াইগ্রাম, উপজেলা স্বাস্থ্য কমপ্লেক্স"
1413,রাজশাহী,নাটোর,বরাইগ্রাম,ধানাইদাহ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1414,রাজশাহী,নাটোর,বরাইগ্রাম,জোয়াড়ী  ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1418,রাজশাহী,নাটোর,গুরুদাসপুর,গুরুদাসপুর উপজেলা স্বাস্থ্য কমপ্লেক্স
1416,রাজশাহী,নাটোর,গুরুদাসপুর,কাঁচিকাঁটা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1417,রাজশাহী,নাটোর,গুরুদাসপুর,নাজিরপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1420,রাজশাহী,নাটোর,লালপুর,"লালপুর, উপজেলা স্বাস্থ্য কমপ্লেক্স"
1419,রাজশাহী,নাটোর,লালপুর,বিলমারিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1421,রাজশাহী,নাটোর,লালপুর,ওয়ালিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
36326,রাজশাহী,নাটোর,নলডাঙ্গা,"নলডাঙ্গা উপজেলা স্বাস্থ্য কমপ্লেক্স, নাটোর।"
1427,রাজশাহী,নাটোর,নাটোর সদর,"আধু‌নিক সদর হাসপাতাল,নাটোর"
1422,রাজশাহী,নাটোর,নাটোর সদর,খাজুরিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1423,রাজশাহী,নাটোর,নাটোর সদর,নৎরতপুর(বিপরাবেলঘরিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1425,রাজশাহী,নাটোর,নাটোর সদর,রানী ব্রজসুন্দরী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
17482,রাজশাহী,নাটোর,নাটোর সদর,মধ্যনগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1428,রাজশাহী,নাটোর,নাটোর সদর,নাটোর বক্ষব্যাধি ক্লিনিক
1432,রাজশাহী,নাটোর,সিংরা,সিংড়া উপজেলা স্বাস্থ্য কমপ্লেক্স
1429,রাজশাহী,নাটোর,সিংরা,চৌগ্রাম ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1430,রাজশাহী,নাটোর,সিংরা,ডাংগাপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1431,রাজশাহী,নাটোর,সিংরা,হুলহুলিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
13031,রাজশাহী,নাটোর,সিংরা,কালিগঞ্জ সিংড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1466,রাজশাহী,পাবনা,আটঘারিয়া,"উপজেলা স্বাস্থ্য কমপ্লেক্স ,আটঘরিয়া, পাবনা।"
1465,রাজশাহী,পাবনা,আটঘারিয়া,"একদন্ত ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র ,আটঘরিয়া, পাবনা।"
33735,রাজশাহী,পাবনা,বেরা,"বাসন্তী বসু স্মৃতি ১০ বেড হাসপাতাল, নগরবাড়ী, বেড়া, পাবনা।"
1470,রাজশাহী,পাবনা,বেরা,"বেড়া, উপজেলা স্বাস্থ্য কমপ্লেক্স"
1468,রাজশাহী,পাবনা,বেরা,হাটুরিয়ানকালিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1469,রাজশাহী,পাবনা,বেরা,নতুন ভারেঙ্গা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1471,রাজশাহী,পাবনা,বেরা,রাজনারায়নপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1467,রাজশাহী,পাবনা,ভাঙ্গুড়া,"উপজেলা স্বাস্থ্য কমপ্লেক্স, ভাঙ্গুড়া"
1473,রাজশাহী,পাবনা,চাটমোহর,চাটমোহর উপজেলা স্বাস্থ্য কমপ্লেক্স
1472,রাজশাহী,পাবনা,চাটমোহর,ছাইকোলা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1474,রাজশাহী,পাবনা,চাটমোহর,শিতলাই ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1475,রাজশাহী,পাবনা,ফরিদপুর,ফরিদপুর উপজেলা স্বাস্থ্য কমপ্লেক্স
1476,রাজশাহী,পাবনা,ঈশ্বরদী,"ঈশ্বরদী, উপজেলা স্বাস্থ্য কমপ্লেক্স"
2236,রাজশাহী,পাবনা,পাবনা সদর,পাবনা মেডিকেল কলেজ
35005,রাজশাহী,পাবনা,পাবনা সদর,পাবনা মেডিকেল কলেজ হাসপাতাল।
1478,রাজশাহী,পাবনা,পাবনা সদর,"২৫০ শয্যা বিশিষ্ট জেনারেল হাসপাতাল, পাবনা"
1483,রাজশাহী,পাবনা,পাবনা সদর,পাবনা বক্ষব্যাধি হাসপাতাল
23228,রাজশাহী,পাবনা,পাবনা সদর,"দাপুনিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র, পাবনা সদর।"
1487,রাজশাহী,পাবনা,সান্থিয়া,"উপজেলা স্বাস্থ্য কমপ্লেক্স , সাঁথিয়া, পাবনা"
1484,রাজশাহী,পাবনা,সান্থিয়া,"হলুদগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র ,সাঁথিয়া, পাবনা।"
1485,রাজশাহী,পাবনা,সান্থিয়া,"কাশিনাথপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র সাঁথিয়া, পাবনা।"
1486,রাজশাহী,পাবনা,সান্থিয়া,"ক্ষেতুপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র , সাঁথিয়া, পাবনা।"
1489,রাজশাহী,পাবনা,সুজানগর,সুজানগর উপজেলা স্বাস্থ্য কমপ্লেক্স
1488,রাজশাহী,পাবনা,সুজানগর,ভাটিকায়া ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
1490,রাজশাহী,পাবনা,সুজানগর,"তালিমনগর উপ-স্বাস্থ্য কেন্দ্র, সুজানগর, পাবনা।"
1491,রাজশাহী,পাবনা,সুজানগর,তাতিবন্দ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
18911,রাজশাহী,পাবনা,সুজানগর,ভাটিকিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1559,রাজশাহী,রাজশাহী,বোয়ালিয়া,রানীনগর আরবান ডিসপেনসারি
1557,রাজশাহী,রাজশাহী,বোয়ালিয়া,"বক্ষব্যাধি ক্লিনিক,রাজশাহী।"
24218,রাজশাহী,রাজশাহী,রাজপাড়া,রাজশাহী মেডিকেল বিশ্ববিদ্যালয়
1553,রাজশাহী,রাজশাহী,রাজপাড়া,রাজশাহী মেডিকেল কলেজ
1554,রাজশাহী,রাজশাহী,রাজপাড়া,রাজশাহী মেডিকেল কলেজ হাসপাতাল
1551,রাজশাহী,রাজশাহী,রাজপাড়া,রাজশাহী সংক্রামক ব্যাধি হাসপাতাল
1558,রাজশাহী,রাজশাহী,রাজপাড়া,রাজশাহী বক্ষব্যাধি হাসপাতাল
1560,রাজশাহী,রাজশাহী,শাহ মখদুম,সেরুইল আরবান ডিসপেনসারি
1521,রাজশাহী,রাজশাহী,বাঘা,বাঘা উপজেলা স্বাস্থ্য কমপ্লেক্স
1520,রাজশাহী,রাজশাহী,বাঘা,আরনাই ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1517,রাজশাহী,রাজশাহী,বাঘমারা,"বাগমারা , উপজেলা স্বাস্থ্য কমপ্লেক্স"
1514,রাজশাহী,রাজশাহী,বাঘমারা,গোয়ালকান্দি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1515,রাজশাহী,রাজশাহী,বাঘমারা,হাটমধ্যনগর(নাওদাস) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1516,রাজশাহী,রাজশাহী,বাঘমারা,মোহনগঞ্জ(গণিপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1518,রাজশাহী,রাজশাহী,বাঘমারা,সাধুপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1519,রাজশাহী,রাজশাহী,বাঘমারা,তাহিরপুর(শ্রীপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1522,রাজশাহী,রাজশাহী,চারঘাট,চারঘাট উপজেলা স্বাস্থ্য কমপ্লেক্স
1523,রাজশাহী,রাজশাহী,চারঘাট,"সারদা  উপ-স্বাস্থ্য কেন্দ্র, চারঘাট, রাজশাহী।"
465,রাজশাহী,রাজশাহী,দুর্গাপুর,দুর্গাপুর উপজেলা স্বাস্থ্য কমপ্লেক্স
1524,রাজশাহী,রাজশাহী,দুর্গাপুর,বখতিয়ারপুর(দেলুয়াবাড়ি) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1525,রাজশাহী,রাজশাহী,দুর্গাপুর,পানানগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1532,রাজশাহী,রাজশাহী,গোদাগারি,"গোদাগাড়ী ৩১ শয্যা বিশিষ্ট  হাসপাতাল, গোদাগাড়ী, রাজশাহী।"
1533,রাজশাহী,রাজশাহী,গোদাগারি,"গোদাগাড়ী (প্রেমতলী), উপজেলা স্বাস্থ্য কমপ্লেক্স"
1526,রাজশাহী,রাজশাহী,গোদাগারি,বালিয়াঘাট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1527,রাজশাহী,রাজশাহী,গোদাগারি,বাশুদেবপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1528,রাজশাহী,রাজশাহী,গোদাগারি,গোদাগাড়ী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1529,রাজশাহী,রাজশাহী,গোদাগারি,গোগ্রাম ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1530,রাজশাহী,রাজশাহী,গোদাগারি,মাড়ইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1531,রাজশাহী,রাজশাহী,গোদাগারি,নাজিরপুর (দেওপাড়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1534,রাজশাহী,রাজশাহী,গোদাগারি,পাকরী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1535,রাজশাহী,রাজশাহী,গোদাগারি,ঋষিকুল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1537,রাজশাহী,রাজশাহী,মোহনপুর,মোহনপুর উপজেলা স্বাস্থ্য কমপ্লেক্স
1536,রাজশাহী,রাজশাহী,মোহনপুর,হাতরা (রাইঘাতি) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1541,রাজশাহী,রাজশাহী,বাবা,পবা উপজেলা স্বাস্থ্য কমপ্লেক্স
1538,রাজশাহী,রাজশাহী,বাবা,বড়গাছি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1540,রাজশাহী,রাজশাহী,বাবা,নওহাটা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1545,রাজশাহী,রাজশাহী,পুথিয়া,পুঠিয়া উপজেলা স্বাস্থ্য কমপ্লেক্স
1542,রাজশাহী,রাজশাহী,পুথিয়া,ভালুকগাছি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1543,রাজশাহী,রাজশাহী,পুথিয়া,দাসমারিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1544,রাজশাহী,রাজশাহী,পুথিয়া,গোপালপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1546,রাজশাহী,রাজশাহী,পুথিয়া,পচাঁমাড়িয়া(শিলমারিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1547,রাজশাহী,রাজশাহী,পুথিয়া,শিবপুর(বানেশ্বর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1565,রাজশাহী,রাজশাহী,তানোর,তানোর উপজেলা স্বাস্থ্য কমপ্লেক্স
1561,রাজশাহী,রাজশাহী,তানোর,চোরখৈর(কলমা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1562,রাজশাহী,রাজশাহী,তানোর,কামারগাঁও ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1563,রাজশাহী,রাজশাহী,তানোর,মাদারীপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1564,রাজশাহী,রাজশাহী,তানোর,মুন্ডুমালা(বাধাইড়) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1566,রাজশাহী,রাজশাহী,তানোর,তালন্দ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
25264,রাজশাহী,রাজশাহী,,রাজশাহী সদর হাসপাতাল
35882,রাজশাহী,রাজশাহী,,রাজশাহী বিভাগীয় ল্যাবরেটরী
1618,রাজশাহী,সিরাজগঞ্জ,বেলকুচি,বেলকুচি উপজেলা স্বাস্থ্য কমপ্লেক্স
1620,রাজশাহী,সিরাজগঞ্জ,বেলকুচি,তামাই ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
1619,রাজশাহী,সিরাজগঞ্জ,বেলকুচি,সোহাগপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1623,রাজশাহী,সিরাজগঞ্জ,চৌহালি,চৌহালী উপজেলা স্বাস্থ্য কমপ্লেক্স
1621,রাজশাহী,সিরাজগঞ্জ,চৌহালি,খামারগ্রাম ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1622,রাজশাহী,সিরাজগঞ্জ,চৌহালি,মীরকুটিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1624,রাজশাহী,সিরাজগঞ্জ,কামারখান্দা,কামারখন্দ উপজেলা স্বাস্থ্য কমপ্লেক্স
1627,রাজশাহী,সিরাজগঞ্জ,কাজীপুর,কাজিপুর উপজেলা স্বাস্থ্য কমপ্লেক্স
1625,রাজশাহী,সিরাজগঞ্জ,কাজীপুর,চালিতাডাঙ্গা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1626,রাজশাহী,সিরাজগঞ্জ,কাজীপুর,গন্ধাইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1628,রাজশাহী,সিরাজগঞ্জ,কাজীপুর,টাংলাহাটা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
18642,রাজশাহী,সিরাজগঞ্জ,কাজীপুর,সোনামুখী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1630,রাজশাহী,সিরাজগঞ্জ,রায়গঞ্জ,রায়গঞ্জ উপজেলা স্বাস্থ্য কমপ্লেক্স
1629,রাজশাহী,সিরাজগঞ্জ,রায়গঞ্জ,ধুবিল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1631,রাজশাহী,সিরাজগঞ্জ,রায়গঞ্জ,সলঙ্গা(ঘুরকা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1650,রাজশাহী,সিরাজগঞ্জ,শাহজাদপুর,শাহজাদপুর উপজেলা স্বাস্থ্য কমপ্লেক্স
1649,রাজশাহী,সিরাজগঞ্জ,শাহজাদপুর,নরিনা ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
1646,রাজশাহী,সিরাজগঞ্জ,শাহজাদপুর,গালা (ব্রিহাটকয়ড়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1647,রাজশাহী,সিরাজগঞ্জ,শাহজাদপুর,কৈজুরী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1648,রাজশাহী,সিরাজগঞ্জ,শাহজাদপুর,খুকনি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1651,রাজশাহী,সিরাজগঞ্জ,শাহজাদপুর,পোরজনা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1652,রাজশাহী,সিরাজগঞ্জ,শাহজাদপুর,পুটিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1653,রাজশাহী,সিরাজগঞ্জ,শাহজাদপুর,শাহজাদপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1654,রাজশাহী,সিরাজগঞ্জ,শাহজাদপুর,সোনাতনি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
18775,রাজশাহী,সিরাজগঞ্জ,সিরাজগঞ্জ সদর,"শহীদ এম মনসুর আলী মেডিকেল কলেজ,সিরাজগঞ্জ।"
24956,রাজশাহী,সিরাজগঞ্জ,সিরাজগঞ্জ সদর,শহীদ এম মনসুর আলী মেডিকেল কলেজ হাসপাতাল
1640,রাজশাহী,সিরাজগঞ্জ,সিরাজগঞ্জ সদর,খোকশাবাড়ি ১০ শয্যা বিশিষ্ট হাসপাতাল (পল্লী স্বাস্থ্য কেন্দ্র)
1642,রাজশাহী,সিরাজগঞ্জ,সিরাজগঞ্জ সদর,সিরাজগঞ্জ 250 শয্যা বিশিষ্ট জেনারেল হাসপাতাল ।
1634,রাজশাহী,সিরাজগঞ্জ,সিরাজগঞ্জ সদর,কালিয়া  উপ-স্বাস্থ্য  কেন্দ্র
1638,রাজশাহী,সিরাজগঞ্জ,সিরাজগঞ্জ সদর,সৈয়দাবাদ ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
1632,রাজশাহী,সিরাজগঞ্জ,সিরাজগঞ্জ সদর,বাগবাটি  উপ-স্বাস্থ্য কেন্দ্র
1633,রাজশাহী,সিরাজগঞ্জ,সিরাজগঞ্জ সদর,হাট পাঙ্গাসী উপ-স্বাস্থ্য কেন্দ্র
